Warning: NaN result encountered.
         Current function value: nan
         Iterations: 0
         Function evaluations: 1
         Gradient evaluations: 1
         11354023 function calls (11182927 primitive calls) in 24.862 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3360    0.002    0.000    0.005    0.000 lines.py:1213(set_markeredgecolor)
     3360    0.004    0.000    0.007    0.000 lines.py:1228(set_markeredgewidth)
     3360    0.008    0.000    0.070    0.000 lines.py:1243(set_markerfacecolor)
     3360    0.006    0.000    0.044    0.000 lines.py:1257(set_markerfacecoloralt)
     3360    0.004    0.000    0.006    0.000 lines.py:1271(set_markersize)
     6420    0.007    0.000    0.011    0.000 lines.py:1285(set_xdata)
     6420    0.006    0.000    0.010    0.000 lines.py:1297(set_ydata)
      720    0.004    0.000    0.033    0.000 lines.py:1330(update_from)
     3360    0.005    0.000    0.011    0.000 lines.py:1355(set_dash_joinstyle)
     3360    0.005    0.000    0.010    0.000 lines.py:1370(set_solid_joinstyle)
     3360    0.008    0.000    0.015    0.000 lines.py:1401(set_dash_capstyle)
     3360    0.005    0.000    0.010    0.000 lines.py:1415(set_solid_capstyle)
       60    0.000    0.000    0.000    0.000 lines.py:1445(is_dashed)
        1    0.000    0.000    0.000    0.000 lines.py:1454(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
     3360    0.088    0.000    0.706    0.000 lines.py:273(__init__)
     3661    0.005    0.000    0.006    0.000 lines.py:31(_get_dash_pattern)
        1    0.000    0.000    0.013    0.013 lines.py:4(<module>)
      720    0.001    0.000    0.001    0.000 lines.py:521(get_fillstyle)
     3360    0.002    0.000    0.002    0.000 lines.py:550(set_markevery)
     7622    0.007    0.000    0.014    0.000 lines.py:59(_scale_dashes)
      360    0.000    0.000    0.000    0.000 lines.py:602(get_markevery)
     3480    0.005    0.000    0.008    0.000 lines.py:635(axes)
     3360    0.005    0.000    0.019    0.000 lines.py:648(set_data)
     1440    0.033    0.000    0.165    0.000 lines.py:667(recache)
      360    0.002    0.000    0.010    0.000 lines.py:709(_transform_path)
      420    0.000    0.000    0.004    0.000 lines.py:724(_get_transformed_path)
     3360    0.005    0.000    0.016    0.000 lines.py:733(set_transform)
      120    0.000    0.000    0.001    0.000 lines.py:746(_is_sorted)
      840    0.018    0.000    0.659    0.001 lines.py:751(draw)
      360    0.000    0.000    0.000    0.000 lines.py:896(get_drawstyle)
      360    0.001    0.000    0.001    0.000 lines.py:928(get_markeredgecolor)
     1080    0.002    0.000    0.004    0.000 lines.py:953(_get_markerfacecolor)
      360    0.000    0.000    0.001    0.000 lines.py:963(get_markerfacecolor)
        1    0.000    0.000    0.002    0.002 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.028    0.028 loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:21(FullLoader)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:33(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:41(Loader)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:77(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:18(<module>)
        3    0.000    0.000    0.000    0.000 locale.py:350(_replace_encoding)
       31    0.000    0.000    0.000    0.000 locale.py:384(normalize)
       25    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
       25    0.000    0.000    0.000    0.000 locale.py:571(getlocale)
        6    0.000    0.000    0.000    0.000 locale.py:589(setlocale)
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 log.py:16(__init__)
        1    0.000    0.000    0.000    0.000 logarithmic.py:109(MagUnit)
        8    0.000    0.000    0.000    0.000 logarithmic.py:122(_default_function_unit)
        1    0.000    0.000    0.000    0.000 logarithmic.py:131(DexUnit)
        1    0.000    0.000    0.000    0.000 logarithmic.py:154(DecibelUnit)
        1    0.000    0.000    0.000    0.000 logarithmic.py:177(LogQuantity)
        1    0.000    0.000    0.000    0.000 logarithmic.py:18(LogUnit)
        1    0.000    0.000    0.020    0.020 logarithmic.py:3(<module>)
        6    0.000    0.000    0.000    0.000 logarithmic.py:333(<genexpr>)
        1    0.000    0.000    0.000    0.000 logarithmic.py:337(Dex)
        1    0.000    0.000    0.000    0.000 logarithmic.py:341(Decibel)
        1    0.000    0.000    0.000    0.000 logarithmic.py:345(Magnitude)
        1    0.000    0.000    0.000    0.000 logger.py:143(AstropyLogger)
        2    0.000    0.000    0.001    0.001 logger.py:170(_showwarning)
        1    0.000    0.000    0.004    0.004 logger.py:2(<module>)
        2    0.000    0.000    0.000    0.000 logger.py:208(warnings_logging_enabled)
        1    0.000    0.000    0.000    0.000 logger.py:211(enable_warnings_logging)
        1    0.000    0.000    0.000    0.000 logger.py:268(exception_logging_enabled)
        1    0.000    0.000    0.000    0.000 logger.py:31(LoggingError)
        1    0.000    0.000    0.000    0.000 logger.py:38(_AstLogIPYExc)
        1    0.000    0.000    0.002    0.002 logger.py:461(_set_defaults)
        1    0.000    0.000    0.003    0.003 logger.py:47(Conf)
        1    0.000    0.000    0.000    0.000 logger.py:521(StreamHandler)
        1    0.000    0.000    0.000    0.000 logger.py:555(FilterOrigin)
        1    0.000    0.000    0.000    0.000 logger.py:565(ListHandler)
        1    0.000    0.000    0.003    0.003 logger.py:90(_init_log)
        1    0.000    0.000    0.000    0.000 logistic.py:15(<module>)
        1    0.000    0.000    0.001    0.001 logistic.py:17(<module>)
        1    0.000    0.000    0.002    0.002 loss.py:1(<module>)
        2    0.000    0.000    8.516    4.258 loss.py:4(L2Loss)
        1    0.000    0.000    0.001    0.001 low_level_api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 low_level_api.py:337(<listcomp>)
        1    0.000    0.000    0.000    0.000 low_level_api.py:9(BaseLowLevelWCS)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsoda.py:175(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.003    0.003 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lsr.py:107(GalacticLSR)
        1    0.000    0.000    0.000    0.000 lsr.py:35(LSR)
        1    0.000    0.000    0.003    0.003 lsr.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lti_conversion.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ltisys.py:1067(ZerosPolesGainContinuous)
        1    0.000    0.000    0.000    0.000 ltisys.py:1135(ZerosPolesGainDiscrete)
        1    0.000    0.000    0.000    0.000 ltisys.py:1207(StateSpace)
        1    0.000    0.000    0.000    0.000 ltisys.py:133(lti)
        1    0.000    0.000    0.000    0.000 ltisys.py:1611(StateSpaceContinuous)
        1    0.000    0.000    0.000    0.000 ltisys.py:1683(StateSpaceDiscrete)
        1    0.000    0.000    0.000    0.000 ltisys.py:2645(Bunch)
        1    0.000    0.000    0.000    0.000 ltisys.py:295(dlti)
        1    0.000    0.000    0.047    0.047 ltisys.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ltisys.py:47(LinearTimeInvariant)
        1    0.000    0.000    0.000    0.000 ltisys.py:478(TransferFunction)
        1    0.000    0.000    0.000    0.000 ltisys.py:726(TransferFunctionContinuous)
        1    0.000    0.000    0.000    0.000 ltisys.py:803(TransferFunctionDiscrete)
        1    0.000    0.000    0.000    0.000 ltisys.py:868(ZerosPolesGain)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.003    0.003 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
     4080    0.006    0.000    0.159    0.000 markers.py:223(__init__)
     8160    0.013    0.000    0.105    0.000 markers.py:245(_recache)
      360    0.001    0.000    0.001    0.000 markers.py:258(__bool__)
     1680    0.000    0.000    0.000    0.000 markers.py:264(get_fillstyle)
     4080    0.005    0.000    0.009    0.000 markers.py:267(set_fillstyle)
      360    0.000    0.000    0.000    0.000 markers.py:283(get_joinstyle)
      360    0.000    0.000    0.000    0.000 markers.py:286(get_capstyle)
     1080    0.000    0.000    0.000    0.000 markers.py:289(get_marker)
     4080    0.018    0.000    0.144    0.000 markers.py:292(set_marker)
      360    0.000    0.000    0.000    0.000 markers.py:318(get_path)
      360    0.000    0.000    0.003    0.000 markers.py:321(get_transform)
      360    0.000    0.000    0.000    0.000 markers.py:324(get_alt_path)
      360    0.000    0.000    0.000    0.000 markers.py:330(get_snap_threshold)
     1320    0.000    0.000    0.000    0.000 markers.py:333(_set_nothing)
      120    0.000    0.000    0.000    0.000 markers.py:412(_half_fill)
      120    0.001    0.000    0.005    0.000 markers.py:417(_set_circle)
      120    0.000    0.000    0.006    0.000 markers.py:452(_set_point)
      660    0.002    0.000    0.021    0.000 markers.py:748(_set_tickleft)
      660    0.002    0.000    0.017    0.000 markers.py:754(_set_tickright)
      660    0.002    0.000    0.017    0.000 markers.py:762(_set_tickup)
      660    0.002    0.000    0.021    0.000 markers.py:768(_set_tickdown)
      354    0.000    0.000    0.002    0.000 masking.py:116(is_polymorphic)
      708    0.000    0.000    0.000    0.000 masking.py:117(<lambda>)
        1    0.000    0.000    0.000    0.000 masking.py:119(UndefinedPoly)
        1    0.000    0.000    0.000    0.000 masking.py:128(Poly)
        1    0.000    0.000    0.001    0.001 masking.py:15(<module>)
        1    0.000    0.000    0.000    0.000 masking.py:306(Mon)
        1    0.000    0.000    0.000    0.000 masking.py:352(ShapeError)
        1    0.000    0.000    0.000    0.000 masking.py:354(ShapeSyntaxError)
       38    0.000    0.000    0.000    0.000 masking.py:36(defvectorized)
        1    0.000    0.000    0.000    0.000 masking.py:374(ShapeSpec)
       28    0.000    0.000    0.000    0.000 masking.py:39(defnaryop)
        1    0.000    0.000    0.000    0.000 masking.py:412(MonomorphicDim)
        1    0.000    0.000    0.000    0.000 masking.py:421(S_)
        1    0.000    0.000    0.000    0.000 masking.py:431(MaskTracer)
        1    0.000    0.000    0.000    0.000 masking.py:458(MaskTrace)
        1    0.000    0.000    0.000    0.000 masking.py:512(UniqueId)
        1    0.000    0.000    0.000    0.000 masking.py:522(UniqueIds)
        1    0.000    0.000    0.000    0.000 matching.py:5(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:173(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:209(ProductOperator)
        1    0.000    0.000    0.001    0.001 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:339(_ExpmPadeHelper)
        1    0.000    0.000    0.002    0.002 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1069(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1077(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1260(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1296(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1316(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1323(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1327(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1368(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1372(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1403(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:142(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1430(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1438(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1446(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1526(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1556(List)
        1    0.000    0.000    0.009    0.009 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1618(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1731(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1807(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1825(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1837(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1847(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1881(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1885(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1921(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1926(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1931(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1936(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1941(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1946(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1951(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1956(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1966(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1975(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:2005(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:2020(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2058(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2085(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:217(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:224(MathtextBackendPs)
        1    0.000    0.000    0.006    0.006 mathtext.py:2254(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:269(MathtextBackendPdf)
        1    0.000    0.000    0.006    0.006 mathtext.py:2838(<lambda>)
        1    0.000    0.000    0.006    0.006 mathtext.py:2838(<listcomp>)
    10771    0.002    0.000    0.004    0.000 mathtext.py:2839(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:299(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:329(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:3310(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:3333(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:357(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:386(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:547(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:654(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:766(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:87(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:875(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:918(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:934(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:950(StixFonts)
        4    0.000    0.000    0.000    0.000 matrix_utilities.py:14(matrix_product)
       12    0.000    0.000    0.000    0.000 matrix_utilities.py:30(matrix_transpose)
       10    0.000    0.000    0.004    0.000 matrix_utilities.py:41(rotation_matrix)
        1    0.000    0.000    0.000    0.000 matrix_utilities.py:6(<module>)
        1    0.000    0.000    0.003    0.003 measurements.py:31(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
        6    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.004    0.004 message.py:5(<module>)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 meta.py:295(YamlParseError)
        1    0.000    0.000    0.010    0.010 meta.py:299(get_header_from_yaml)
        1    0.000    0.000    0.000    0.000 meta.py:329(TableLoader)
        1    0.000    0.000    0.000    0.000 meta.py:35(ColumnDict)
        1    0.000    0.000    0.000    0.000 meta.py:9(ColumnOrderList)
        1    0.000    0.000    0.000    0.000 metadata.py:113(MergeStrategy)
        1    0.000    0.000    0.000    0.000 metadata.py:171(MergePlus)
        1    0.000    0.000    0.000    0.000 metadata.py:184(MergeNpConcatenate)
        1    0.000    0.000    0.000    0.000 metadata.py:215(_EnableMergeStrategies)
        1    0.000    0.000    0.000    0.000 metadata.py:24(MergeConflictError)
        1    0.000    0.000    0.000    0.000 metadata.py:28(MergeConflictWarning)
        1    0.000    0.000    0.000    0.000 metadata.py:373(MetaData)
        2    0.000    0.000    0.000    0.000 metadata.py:395(__init__)
      362    0.000    0.000    0.000    0.000 metadata.py:399(__get__)
        1    0.000    0.000    0.000    0.000 metadata.py:4(<module>)
      173    0.000    0.000    0.002    0.000 metadata.py:406(__set__)
        1    0.000    0.000    0.000    0.000 metadata.py:79(MergeStrategyMeta)
        3    0.000    0.000    0.000    0.000 metadata.py:85(__new__)
       14    0.000    0.000    0.000    0.000 minicompat.py:101(defproperty)
        1    0.000    0.000    0.000    0.000 minicompat.py:5(<module>)
        1    0.000    0.000    0.000    0.000 minicompat.py:50(NodeList)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1188(CDATASection)
        1    0.000    0.000    0.000    0.000 minidom.py:1200(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 minidom.py:1266(Identified)
        1    0.000    0.000    0.000    0.000 minidom.py:1281(DocumentType)
        1    0.000    0.000    0.000    0.000 minidom.py:1341(Entity)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 minidom.py:1469(ElementInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:1519(Document)
        1    0.000    0.000    0.004    0.004 minidom.py:16(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 minidom.py:344(Attr)
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 minidom.py:924(Childless)
        1    0.000    0.000    0.000    0.000 minidom.py:965(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.006    0.006 minimize_trustregion_constr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:25(HessianLinearOperator)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.010    0.010 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.047    0.047 misc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:1002(copy)
        1    0.000    0.000    0.000    0.000 misc.py:1092(IncompatibleShapeError)
        1    0.000    0.000    0.000    0.000 misc.py:112(NumpyRNGContext)
        1    0.000    0.000    0.000    0.000 misc.py:366(JsonCustomEncoder)
      522    0.001    0.000    0.001    0.000 misc.py:37(isiterable)
        4    0.000    0.000    0.000    0.000 misc.py:38(override__dir__)
        5    0.000    0.000    0.000    0.000 misc.py:47(indent)
       80    0.000    0.000    0.000    0.000 misc.py:50(<genexpr>)
        1    0.000    0.000    0.000    0.000 misc.py:500(InheritDocstrings)
        1    0.000    0.000    0.000    0.000 misc.py:551(OrderedDescriptor)
        1    0.000    0.000    0.000    0.000 misc.py:58(_DummyFile)
        1    0.000    0.000    0.001    0.001 misc.py:6(<module>)
       42    0.000    0.000    0.000    0.000 misc.py:608(__init__)
       21    0.000    0.000    0.000    0.000 misc.py:616(__lt__)
        1    0.000    0.000    0.000    0.000 misc.py:635(OrderedDescriptorContainer)
        2    0.000    0.000    0.000    0.000 misc.py:7(<module>)
       28    0.002    0.000    0.006    0.000 misc.py:771(__init__)
       63    0.000    0.000    0.000    0.000 misc.py:828(<genexpr>)
        4    0.000    0.000    0.000    0.000 misc.py:858(_set_locale)
        1    0.000    0.000    0.000    0.000 misc.py:898(ShapedLikeNDArray)
        1    0.000    0.000    0.000    0.000 misc.py:9(LinAlgWarning)
      367    0.000    0.000    0.001    0.000 misc.py:956(size)
       11    0.000    0.000    0.000    0.000 misc.py:974(__bool__)
        1    0.000    0.000    0.000    0.000 mixin.py:20(IrreducibleFunctionUnit)
        1    0.000    0.000    0.000    0.000 mixin.py:24(RegularFunctionUnit)
        1    0.000    0.000    0.000    0.000 mixin.py:3(<module>)
        1    0.000    0.000    0.000    0.000 mixin.py:6(FunctionMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mlab.py:1398(GaussianKDE)
        1    0.000    0.000    0.003    0.003 mlab.py:54(<module>)
        2    0.000    0.000    0.001    0.001 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.006    0.006    2.790    2.790 model.py:135(plot)
        1    0.000    0.000   11.706   11.706 model.py:159(optimize)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        2    0.005    0.003    8.336    4.168 model.py:167(forward)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:18(LossFunc)
        1    0.000    0.000    0.000    0.000 model.py:19(__init__)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:213(FourierModel)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:237(JnpLin)
        1    0.000    0.000    0.269    0.269 model.py:238(__init__)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
      120    0.005    0.000    4.853    0.040 model.py:253(__call__)
       60    0.001    0.000    0.160    0.003 model.py:257(plot_model)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:341(StructOrUnion)
        2    0.000    0.000    8.518    4.259 model.py:44(__call__)
        1    0.000    0.000    0.000    0.000 model.py:478(StructType)
        1    0.000    0.000    0.000    0.000 model.py:482(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:69(getPlotSize)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:81(LinModel)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.004    0.004 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 mrecords.py:10(<module>)
        1    0.000    0.000    0.000    0.000 mrecords.py:90(MaskedRecords)
        1    0.000    0.000    0.001    0.001 mstats.py:130(<module>)
        1    0.000    0.000    0.005    0.005 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
     1802    0.001    0.000    0.001    0.000 multiarray.py:1043(copyto)
     2698    0.001    0.000    0.001    0.000 multiarray.py:145(concatenate)
      974    0.000    0.000    0.000    0.000 multiarray.py:312(where)
     2157    0.001    0.000    0.001    0.000 multiarray.py:469(can_cast)
    63137    0.010    0.000    0.010    0.000 multiarray.py:635(result_type)
        1    0.000    0.000    0.075    0.075 multiarray.py:7(<module>)
     8297    0.002    0.000    0.002    0.000 multiarray.py:707(dot)
       21    0.000    0.000    0.000    0.000 multiarray.py:77(empty_like)
       60    0.000    0.000    0.000    0.000 multiarray.py:990(unravel_index)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:16(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:17(<module>)
        1    0.000    0.000    0.000    0.000 name_resolve.py:28(sesame_url)
        1    0.000    0.000    0.000    0.000 name_resolve.py:35(validate)
        1    0.000    0.000    0.000    0.000 name_resolve.py:41(sesame_database)
        1    0.000    0.000    0.000    0.000 name_resolve.py:50(validate)
        1    0.000    0.000    0.000    0.000 name_resolve.py:57(NameResolveError)
        1    0.000    0.000    0.001    0.001 name_resolve.py:61(_parse_response)
        1    0.000    0.000    0.554    0.554 name_resolve.py:89(get_icrs_coordinates)
        1    0.000    0.000    0.023    0.023 name_resolve.py:9(<module>)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:22(<module>)
