Warning: NaN result encountered.
         Current function value: nan
         Iterations: 0
         Function evaluations: 1
         Gradient evaluations: 1
         11354023 function calls (11182927 primitive calls) in 24.862 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 contract.py:15(PathInfo)
        1    0.000    0.000    0.007    0.007 contract.py:3(<module>)
        1    0.000    0.000    0.000    0.000 contract.py:629(ContractExpression)
        4    0.000    0.000    0.000    0.000 control_flow.py:107(_abstractify)
        1    0.000    0.000    0.000    0.000 control_flow.py:127(_fori_cond_fun)
        1    0.000    0.000    0.000    0.000 control_flow.py:131(_fori_body_fun)
        1    0.000    0.000    0.010    0.010 control_flow.py:133(while_body_fun)
        1    0.000    0.000    0.034    0.034 control_flow.py:145(fori_loop)
        1    0.000    0.000    0.001    0.001 control_flow.py:17(<module>)
        1    0.000    0.000    0.000    0.000 control_flow.py:1929(_check_tree_and_avals)
        1    0.000    0.000    0.000    0.000 control_flow.py:1953(_promote_weak_typed_inputs)
        1    0.000    0.000    0.000    0.000 control_flow.py:1967(<listcomp>)
        1    0.000    0.000    0.000    0.000 control_flow.py:2097(_LinearSolveTuple)
        1    0.000    0.000    0.034    0.034 control_flow.py:211(while_loop)
        3    0.000    0.000    0.000    0.000 control_flow.py:2566(_cumulative_reduction_primitive)
        1    0.000    0.000    0.012    0.012 control_flow.py:268(_create_jaxpr)
        1    0.000    0.000    0.000    0.000 control_flow.py:303(_while_loop_abstract_eval)
        1    0.000    0.000    0.016    0.016 control_flow.py:306(_while_loop_translation_rule)
        1    0.000    0.000    0.000    0.000 control_flow.py:321(<listcomp>)
        1    0.000    0.000    0.000    0.000 control_flow.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 control_flow.py:348(<listcomp>)
        1    0.000    0.000    0.021    0.021 control_flow.py:366(_while_loop_batching_rule)
        1    0.000    0.000    0.000    0.000 control_flow.py:369(<setcomp>)
        1    0.000    0.000    0.000    0.000 control_flow.py:370(<listcomp>)
        1    0.000    0.000    0.000    0.000 control_flow.py:397(<listcomp>)
        1    0.000    0.000    0.001    0.001 control_flow.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 control_flow.py:406(<listcomp>)
        2    0.000    0.000    0.012    0.006 control_flow.py:64(_initial_style_open_jaxpr)
        2    0.000    0.000    0.012    0.006 control_flow.py:70(_initial_style_jaxpr)
        1    0.000    0.000    0.033    0.033 convenience.py:55(<module>)
       14    0.000    0.000    0.000    0.000 converter.py:138(absl_to_standard)
        1    0.000    0.000    0.000    0.000 converter.py:44(<module>)
        6    0.000    0.000    0.000    0.000 converter.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 converters.py:1018(FloatComplex)
        1    0.000    0.000    0.000    0.000 converters.py:1026(DoubleComplex)
        1    0.000    0.000    0.000    0.000 converters.py:1034(BitArray)
        1    0.000    0.000    0.000    0.000 converters.py:1076(Bit)
        3    0.000    0.000    0.000    0.000 converters.py:108(can_have_arbitrary_unit)
        1    0.000    0.000    0.000    0.000 converters.py:1123(BooleanArray)
        1    0.000    0.000    0.000    0.000 converters.py:1153(Boolean)
     2363    0.007    0.000    0.029    0.000 converters.py:125(converters_and_unit)
        1    0.000    0.000    0.000    0.000 converters.py:14(UfuncHelpers)
        1    0.000    0.000    0.000    0.000 converters.py:142(Converter)
     2362    0.002    0.000    0.004    0.000 converters.py:163(<listcomp>)
     6843    0.001    0.000    0.001    0.000 converters.py:168(<genexpr>)
        2    0.000    0.000    0.000    0.000 converters.py:24(register_module)
      222    0.001    0.000    0.004    0.000 converters.py:276(check_output)
        1    0.000    0.000    0.000    0.000 converters.py:287(Char)
        1    0.000    0.000    0.000    0.000 converters.py:3(<module>)
        1    0.000    0.000    0.000    0.000 converters.py:369(UnicodeChar)
        4    0.000    0.000    0.000    0.000 converters.py:41(modules)
        1    0.000    0.000    0.000    0.000 converters.py:433(Array)
        1    0.000    0.000    0.000    0.000 converters.py:461(VarArray)
        1    0.000    0.000    0.000    0.000 converters.py:48(import_module)
        1    0.000    0.000    0.001    0.001 converters.py:5(<module>)
        1    0.000    0.000    0.000    0.000 converters.py:503(ArrayVarArray)
        1    0.000    0.000    0.000    0.000 converters.py:528(ScalarVarArray)
        1    0.000    0.000    0.000    0.000 converters.py:550(NumericArray)
        1    0.000    0.000    0.000    0.000 converters.py:59(__missing__)
        1    0.000    0.000    0.000    0.000 converters.py:626(Numeric)
        1    0.000    0.000    0.000    0.000 converters.py:655(FloatingPoint)
        1    0.000    0.000    0.000    0.000 converters.py:766(Double)
        1    0.000    0.000    0.000    0.000 converters.py:774(Float)
        1    0.000    0.000    0.000    0.000 converters.py:781(Integer)
        1    0.000    0.000    0.000    0.000 converters.py:857(UnsignedByte)
        1    0.000    0.000    0.000    0.000 converters.py:866(Short)
        1    0.000    0.000    0.000    0.000 converters.py:875(Int)
        1    0.000    0.000    0.000    0.000 converters.py:884(Long)
        1    0.000    0.000    0.000    0.000 converters.py:893(ComplexArrayVarArray)
       78    0.000    0.000    0.000    0.000 converters.py:91(__setitem__)
        1    0.000    0.000    0.000    0.000 converters.py:917(ComplexVarArray)
        1    0.000    0.000    0.000    0.000 converters.py:940(ComplexArray)
        1    0.000    0.000    0.000    0.000 converters.py:974(Complex)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
6518/2274    0.011    0.000    0.033    0.000 copy.py:132(deepcopy)
     4079    0.001    0.000    0.001    0.000 copy.py:190(_deepcopy_atomic)
      873    0.001    0.000    0.021    0.000 copy.py:210(_deepcopy_list)
      265    0.009    0.000    0.010    0.000 copy.py:219(_deepcopy_tuple)
      265    0.000    0.000    0.001    0.000 copy.py:220(<listcomp>)
  333/321    0.001    0.000    0.012    0.000 copy.py:236(_deepcopy_dict)
     1838    0.002    0.000    0.002    0.000 copy.py:252(_keep_alive)
     1102    0.002    0.000    0.008    0.000 copy.py:268(_reconstruct)
     1574    0.001    0.000    0.003    0.000 copy.py:273(<genexpr>)
        1    0.000    0.000    0.001    0.001 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
      474    0.001    0.000    0.005    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      784    0.001    0.000    0.001    0.000 copyreg.py:87(__newobj__)
       16    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
    21277    0.020    0.000    0.020    0.000 core.py:1001(__eq__)
    32069    0.021    0.000    0.031    0.000 core.py:1006(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:1007(MetaBaseReader)
       25    0.001    0.000    0.012    0.000 core.py:1008(__init__)
        2    0.000    0.000    0.000    0.000 core.py:1012(at_least_vspace)
        3    0.001    0.000    0.020    0.007 core.py:1016(_compose)
      120    0.000    0.000    0.000    0.000 core.py:1016(join)
      151    0.000    0.000    0.000    0.000 core.py:1018(is_final_result)
        1    0.000    0.000    0.000    0.000 core.py:102(TimeInfo)
       11    0.000    0.000    0.000    0.000 core.py:1022(masked)
        1    0.003    0.003    0.003    0.003 core.py:10246(pnm06a)
       17    0.000    0.000    0.000    0.000 core.py:103(subjaxprs)
        3    0.000    0.000    0.000    0.000 core.py:1031(__len__)
        3    0.000    0.000    0.000    0.000 core.py:1037(_len)
        5    0.000    0.000    0.000    0.000 core.py:10394(pom00)
        1    0.000    0.000    0.000    0.000 core.py:1040(strip_weak_type)
        1    0.000    0.000    0.000    0.000 core.py:1047(ConcreteArray)
    13676    0.058    0.000    0.251    0.000 core.py:1051(__init__)
        2    0.000    0.000    0.000    0.000 core.py:1051(_apply_include_exclude_names)
        1    0.000    0.000    0.000    0.000 core.py:106(_UnitRegistry)
      605    0.001    0.000    0.013    0.000 core.py:1069(at_least_vspace)
        1    0.000    0.000    0.000    0.000 core.py:1089(BaseReader)
      609    0.001    0.000    0.007    0.000 core.py:1099(primal_dtype_to_tangent_dtype)
        1    0.000    0.000    0.000    0.000 core.py:1105(AbstractToken)
        3    0.000    0.000    0.000    0.000 core.py:111(__init__)
        5    0.000    0.000    0.000    0.000 core.py:11123(sp00)
        2    0.000    0.000    0.000    0.000 core.py:1115(__init__)
     6117    0.013    0.000    0.064    0.000 core.py:1116(raise_to_shaped)
        1    0.000    0.000    0.000    0.000 core.py:112(ClosedJaxpr)
        1    0.000    0.000    0.000    0.000 core.py:1120(_DomainedBinaryOperation)
       19    0.000    0.000    0.000    0.000 core.py:1125(<lambda>)
     6098    0.009    0.000    0.045    0.000 core.py:1127(<lambda>)
        2    0.212    0.106    1.472    0.736 core.py:1132(read)
    49705    0.031    0.000    0.035    0.000 core.py:1133(_canonicalize_dimension)
    54496    0.063    0.000    0.308    0.000 core.py:1139(canonicalize_shape)
        3    0.000    0.000    0.041    0.014 core.py:1139(compose)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        6    0.000    0.000    0.000    0.000 core.py:116(__init__)
     1034    0.001    0.000    0.001    0.000 core.py:1163(apply_todos)
        1    0.000    0.000    0.000    0.000 core.py:1169(_IgnoreElemList)
     1031    0.000    0.000    0.000    0.000 core.py:1171(__hash__)
     1009    0.000    0.000    0.000    0.000 core.py:1172(__eq__)
       75    0.000    0.000    0.000    0.000 core.py:1175(process_env_traces)
       25    0.000    0.000    0.000    0.000 core.py:1183(<listcomp>)
      300    0.001    0.000    0.006    0.000 core.py:1190(has_bases_in_common)
 1034/660    0.013    0.000    0.656    0.001 core.py:1198(call_bind)
      300    0.000    0.000    0.006    0.000 core.py:1199(has_bases_in_common_with_equiv)
        1    0.000    0.000    0.027    0.027 core.py:12(<module>)
        5    0.000    0.000    0.000    0.000 core.py:12065(era00)
        4    0.000    0.000    0.000    0.000 core.py:121(in_avals)
        3    0.002    0.001    0.009    0.003 core.py:1216(filter_units)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1224(CallPrimitive)
 1034/660    0.005    0.000    0.659    0.001 core.py:1228(bind)
        4    0.000    0.000    0.000    0.000 core.py:123(<listcomp>)
 1034/660    0.002    0.000    0.606    0.001 core.py:1231(process)
        3    0.000    0.000    0.012    0.004 core.py:1241(sort_results)
        8    0.000    0.000    0.000    0.000 core.py:125(out_avals)
        1    0.000    0.000    0.000    0.000 core.py:1250(MapPrimitive)
      102    0.000    0.000    0.000    0.000 core.py:1251(<lambda>)
      102    0.001    0.000    0.003    0.000 core.py:1252(<lambda>)
      102    0.001    0.000    0.004    0.000 core.py:1253(<lambda>)
      102    0.000    0.000    0.000    0.000 core.py:1254(<lambda>)
       10    0.000    0.000    0.000    0.000 core.py:1264(extend_axis_env)
        2    0.000    0.000    0.017    0.008 core.py:1269(to_system)
        8    0.000    0.000    0.000    0.000 core.py:127(<listcomp>)
      118    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1290(_TempAxisName)
        1    0.000    0.000    0.000    0.000 core.py:1292(__init__)
       14    0.000    0.000    0.000    0.000 core.py:1293(score)
      118    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        2    0.000    0.000    0.017    0.008 core.py:1314(si)
      118    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:1325(ContinuationLinesInputter)
        5    0.000    0.000    0.000    0.000 core.py:133(_reset_units)
       41    0.000    0.000    0.001    0.000 core.py:1331(physical_type)
        2    0.000    0.000    0.000    0.000 core.py:134(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1346(_get_units_with_same_physical_type)
        8    0.000    0.000    0.000    0.000 core.py:1348(typematch)
        1    0.000    0.000    0.000    0.000 core.py:1351(JaxprTypeError)
      715    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 core.py:1361(WhitespaceSplitter)
       32    0.000    0.000    0.002    0.000 core.py:1362(replicate)
        1    0.000    0.000    0.000    0.000 core.py:1380(EquivalentUnitsList)
        4    0.000    0.000    0.000    0.000 core.py:1387(_get_reader)
        1    0.000    0.000    0.000    0.000 core.py:139(MaskedConstant)
        3    0.000    0.000    0.000    0.000 core.py:139(_reset_equivalencies)
        4    0.000    0.000    0.016    0.004 core.py:139(jaxpr_as_fun)
       32    0.001    0.000    0.002    0.000 core.py:1393(_apply)
       12    0.000    0.000    0.000    0.000 core.py:14(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:1409(<genexpr>)
      464    0.001    0.000    0.003    0.000 core.py:1419(getmaskarray)
      252    0.000    0.000    0.000    0.000 core.py:142(registry)
        1    0.000    0.000    0.000    0.000 core.py:144(JaxprEqn)
        1    0.000    0.000    0.025    0.025 core.py:1449(find_equivalent_units)
       44    0.000    0.000    0.001    0.000 core.py:145(get_object_signature)
       89    0.000    0.000    0.000    0.000 core.py:1482(<genexpr>)
       11    0.000    0.000    0.000    0.000 core.py:14846(gc2gd)
      239    0.000    0.000    0.000    0.000 core.py:1485(is_unity)
        1    0.000    0.000    0.000    0.000 core.py:1492(NamedUnit)
      260    0.002    0.000    0.020    0.000 core.py:1500(pp_eqn_compact)
      260    0.000    0.000    0.001    0.000 core.py:1501(<dictcomp>)
       71    0.001    0.000    0.002    0.000 core.py:15010(gd2gc)
        1    0.000    0.000    0.027    0.027 core.py:151(load_base_library)
        1    0.000    0.000    0.000    0.000 core.py:15176(d2dtf)
     1334    0.001    0.000    0.002    0.000 core.py:153(new_jaxpr_eqn)
     3699    0.011    0.000    0.033    0.000 core.py:1532(__init__)
        2    0.000    0.000    0.060    0.030 core.py:154(set_enabled_units)
        3    0.000    0.000    0.000    0.000 core.py:1540(_shrink_mask)
       11    0.009    0.001    0.009    0.001 core.py:15421(dtdb)
       12    0.000    0.000    0.000    0.000 core.py:1543(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:1550(make_mask)
        9    0.000    0.000    0.000    0.000 core.py:1555(pp_jaxprs)
        9    0.000    0.000    0.000    0.000 core.py:1556(<listcomp>)
      471    0.002    0.000    0.009    0.000 core.py:1559(pp_kv_pair)
      527    0.000    0.000    0.000    0.000 core.py:1560(<genexpr>)
       13    0.000    0.000    0.001    0.000 core.py:15604(dtf2d)
      260    0.001    0.000    0.014    0.000 core.py:1566(pp_kv_pairs)
      206    0.000    0.000    0.009    0.000 core.py:1568(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:157(Var)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
     3498    0.005    0.000    0.008    0.000 core.py:1570(_generate_doc)
     1893    0.001    0.000    0.002    0.000 core.py:1582(get_format_name)
       17    0.001    0.000    0.001    0.000 core.py:15834(taiutc)
       13    0.001    0.000    0.001    0.000 core.py:1592(apcs)
        1    0.000    0.000    0.465    0.465 core.py:16(<module>)
     7082    0.001    0.000    0.001    0.000 core.py:1602(names)
    24359    0.005    0.000    0.005    0.000 core.py:1609(name)
       11    0.000    0.000    0.000    0.000 core.py:16128(tdbtt)
      230    0.000    0.000    0.000    0.000 core.py:1616(aliases)
        1    0.000    0.000    0.000    0.000 core.py:162(MAError)
       17    0.001    0.000    0.001    0.000 core.py:16201(tttai)
     3468    0.001    0.000    0.001    0.000 core.py:1623(short_names)
     3539    0.001    0.000    0.001    0.000 core.py:1630(long_names)
     3699    0.004    0.000    0.004    0.000 core.py:1637(_inject)
      463    0.000    0.000    0.001    0.000 core.py:1639(make_mask_none)
        1    0.000    0.000    0.000    0.000 core.py:164(update_user_library)
     2145    0.002    0.000    0.024    0.000 core.py:165(__init__)
        1    0.000    0.000    0.000    0.000 core.py:167(InconsistentTableError)
        3    0.000    0.000    0.000    0.000 core.py:16758(utcut1)
        1    0.000    0.000    0.000    0.000 core.py:1678(IrreducibleUnit)
       58    0.000    0.000    0.000    0.000 core.py:1686(cache)
        3    0.000    0.000    0.000    0.000 core.py:1689(mask_or)
        1    0.000    0.000    0.000    0.000 core.py:169(<listcomp>)
       99    0.000    0.000    0.000    0.000 core.py:1693(cache)
  201/108    0.001    0.000    0.037    0.000 core.py:1697(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:170(MaskError)
     2322    0.001    0.000    0.001    0.000 core.py:1707(decompose)
       27    0.000    0.000    0.002    0.000 core.py:172(iter_style_files)
        1    0.000    0.000    0.000    0.000 core.py:1728(UnrecognizedUnit)
        5    0.006    0.001    0.060    0.012 core.py:173(add_enabled_units)
        3    0.000    0.000    0.000    0.000 core.py:1738(_match_shape)
        1    0.000    0.000    0.000    0.000 core.py:176(OptionalTableImportError)
       13    0.000    0.000    0.000    0.000 core.py:17853(anp)
        1    0.000    0.000    0.000    0.000 core.py:1793(_UnitMetaClass)
10975/4928    0.025    0.000    0.128    0.000 core.py:1801(__call__)
        3    0.000    0.000    0.006    0.002 core.py:1805(_get_delta_ut1_utc)
        1    0.000    0.000    0.027    0.027 core.py:182(read_style_directory)
        3    0.000    0.000    0.000    0.000 core.py:1840(_set_delta_ut1_utc)
       11    0.000    0.000    0.024    0.002 core.py:1853(_get_delta_tdb_tt)
        1    0.000    0.000    0.000    0.000 core.py:186(ParameterError)
        6    0.000    0.000    0.000    0.000 core.py:18689(rxp)
        7    0.000    0.000    0.000    0.000 core.py:18777(trxp)
        1    0.000    0.000    0.000    0.000 core.py:1892(Unit)
        4    0.000    0.000    0.002    0.000 core.py:1903(__sub__)
       48    0.000    0.000    0.000    0.000 core.py:191(gensym)
       13    0.000    0.000    0.000    0.000 core.py:19176(c2s)
       13    0.000    0.000    0.000    0.000 core.py:19331(s2c)
        1    0.000    0.000    0.000    0.000 core.py:196(FastOptionsError)
        5    0.000    0.000    0.002    0.000 core.py:1962(__add__)
     3674    0.006    0.000    0.041    0.000 core.py:1978(__init__)
       15    0.000    0.000    0.000    0.000 core.py:19804(pvmpv)
        1    0.000    0.000    0.000    0.000 core.py:19849(pvppv)
5095/4054    0.004    0.000    0.031    0.000 core.py:1992(decompose)
  221/216    0.000    0.000    0.002    0.000 core.py:1995(is_unity)
12500/12496    0.004    0.000    0.012    0.000 core.py:1998(__hash__)
       18    0.000    0.000    0.002    0.000 core.py:2014(_time_comparison)
        1    0.000    0.000    0.000    0.000 core.py:2018(PrefixUnit)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
       26    0.000    0.000    0.000    0.000 core.py:20216(pav2pv)
        1    0.000    0.000    0.000    0.000 core.py:2028(CompositeUnit)
        1    0.000    0.000    0.000    0.000 core.py:203(NoType)
        1    0.000    0.000    0.000    0.000 core.py:2038(__lt__)
     2145    0.002    0.000    0.026    0.000 core.py:204(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:204(<listcomp>)
       11    0.000    0.000    0.001    0.000 core.py:2044(__eq__)
5818/5786    0.013    0.000    0.090    0.000 core.py:2051(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2052(__ne__)
        5    0.000    0.000    0.001    0.000 core.py:2060(__gt__)
     1180    0.001    0.000    0.002    0.000 core.py:2064(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2075(TimeDelta)
       63    0.000    0.000    0.000    0.000 core.py:2082(<listcomp>)
       18    0.000    0.000    0.000    0.000 core.py:2095(__repr__)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:210(DropVar)
       22    0.000    0.000    0.000    0.000 core.py:210(_recursive_fill_value)
     5748    0.001    0.000    0.001    0.000 core.py:2105(scale)
        1    0.000    0.000    0.000    0.000 core.py:211(get_units_with_physical_type)
    15862    0.003    0.000    0.003    0.000 core.py:2112(bases)
     7114    0.001    0.000    0.001    0.000 core.py:2119(powers)
        1    0.000    0.000    0.000    0.000 core.py:212(StrType)
2013/1981    0.045    0.000    0.068    0.000 core.py:2126(_expand_and_gather)
     4308    0.004    0.000    0.006    0.000 core.py:2127(add_unit)
        1    0.000    0.000    0.000    0.000 core.py:213(__init__)
        9    0.000    0.000    0.002    0.000 core.py:2130(__init__)
        3    0.000    0.000    0.000    0.000 core.py:214(aval)
     2013    0.001    0.000    0.001    0.000 core.py:2160(<listcomp>)
     3849    0.002    0.000    0.004    0.000 core.py:2161(<lambda>)
     2013    0.001    0.000    0.001    0.000 core.py:2163(<listcomp>)
     2013    0.001    0.000    0.001    0.000 core.py:2164(<listcomp>)
7292/6057    0.009    0.000    0.038    0.000 core.py:2173(decompose)
        1    0.000    0.000    0.000    0.000 core.py:218(NumType)
        1    0.000    0.000    0.000    0.000 core.py:218(reload_library)
        1    0.000    0.000    0.000    0.000 core.py:219(Literal)
     1682    0.002    0.000    0.010    0.000 core.py:2192(is_unity)
      537    0.001    0.000    0.001    0.000 core.py:222(equivalencies)
      150    0.016    0.000    0.093    0.001 core.py:2231(_add_prefixes)
        1    0.000    0.000    0.000    0.000 core.py:224(FloatType)
       84    0.000    0.000    0.000    0.000 core.py:225(__init__)
       22    0.000    0.000    0.000    0.000 core.py:225(_get_dtype_of)
      218    0.001    0.000    0.113    0.001 core.py:2289(def_unit)
        1    0.000    0.000    0.000    0.000 core.py:230(BoolType)
       22    0.000    0.000    0.000    0.000 core.py:235(default_fill_value)
        1    0.000    0.000    0.000    0.000 core.py:236(IntType)
      446    0.000    0.000    0.000    0.000 core.py:2360(_condition_arg)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        7    0.000    0.000    0.000    0.000 core.py:24(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:242(AllType)
        3    0.000    0.000    0.000    0.000 core.py:245(add_enabled_equivalencies)
        1    0.000    0.000    0.000    0.000 core.py:2458(ScaleValueError)
       32    0.000    0.000    0.000    0.000 core.py:2462(_make_array)
       29    0.000    0.000    0.000    0.000 core.py:2492(_check_for_masked_and_fill)
        1    0.000    0.000    0.000    0.000 core.py:251(Column)
        1    0.000    0.000    0.000    0.000 core.py:253(Primitive)
        7    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2553(OperandTypeError)
        1    0.000    0.000    0.148    0.148 core.py:2563(update_leap_seconds)
      151    0.000    0.000    0.000    0.000 core.py:259(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:262(TimeDeltaInfo)
       40    0.000    0.000    0.000    0.000 core.py:263(__init__)
        1    0.000    0.000    0.000    0.000 core.py:266(_UnitContext)
20069/17393    0.070    0.000    9.946    0.001 core.py:266(bind)
        2    0.000    0.000    0.000    0.000 core.py:267(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:271(BaseInputter)
      145    0.000    0.000    0.000    0.000 core.py:274(def_impl)
      114    0.001    0.000    0.010    0.000 core.py:2773(__new__)
      142    0.000    0.000    0.000    0.000 core.py:278(def_abstract_eval)
       22    0.000    0.000    0.000    0.000 core.py:280(_scalar_fill_value)
        4    0.000    0.000    0.028    0.007 core.py:280(get_lines)
      792    0.000    0.000    0.000    0.000 core.py:281(get_current_unit_registry)
        4    0.000    0.000    0.000    0.000 core.py:282(def_custom_bind)
       12    0.000    0.000    0.003    0.000 core.py:2822(<listcomp>)
        2    0.000    0.000    0.060    0.030 core.py:285(set_enabled_units)
        1    0.000    0.000    0.005    0.005 core.py:29(<module>)
      180    0.001    0.000    0.002    0.000 core.py:2903(_update_from)
      171    0.002    0.000    0.004    0.000 core.py:2929(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:298(epb2jd)
      228    0.001    0.000    0.001    0.000 core.py:299(extract_call_jaxpr)
        1    0.000    0.000    0.000    0.000 core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:30(FunctionUnitBase)
        1    0.000    0.000    0.000    0.000 core.py:3022(__array_wrap__)
        1    0.000    0.000    0.000    0.000 core.py:3040(<listcomp>)
       51    0.000    0.000    0.002    0.000 core.py:3078(view)
        1    0.000    0.000    0.000    0.000 core.py:315(Time)
        1    0.000    0.000    0.000    0.000 core.py:316(traverse_jaxpr_params)
    66/43    0.001    0.000    0.002    0.000 core.py:3161(__getitem__)
       66    0.000    0.000    0.000    0.000 core.py:3175(_is_scalar)
        3    0.000    0.000    0.000    0.000 core.py:318(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:321(process_lines)
     10/4    0.001    0.000    0.016    0.004 core.py:323(eval_jaxpr)
      120    0.000    0.000    0.000    0.000 core.py:324(read)
       98    0.000    0.000    0.000    0.000 core.py:330(write)
        1    0.000    0.000    0.000    0.000 core.py:334(BaseSplitter)
      688    0.000    0.000    0.000    0.000 core.py:3347(dtype)
      242    0.000    0.000    0.000    0.000 core.py:3363(shape)
       54    0.000    0.000    0.000    0.000 core.py:3446(mask)
        1    0.000    0.000    0.000    0.000 core.py:347(epj)
        5    0.002    0.000    0.015    0.003 core.py:35(_flatten_units_collection)
       73    0.000    0.000    0.000    0.000 core.py:3577(_get_data)
       80    0.000    0.000    0.000    0.000 core.py:3607(fill_value)
   758384    0.153    0.000    0.262    0.000 core.py:362(process_val)
        1    0.000    0.000    0.000    0.000 core.py:363(Trace)
       40    0.000    0.000    0.000    0.000 core.py:3648(fill_value)
       17    0.000    0.000    0.003    0.000 core.py:3663(filled)
    21142    0.019    0.000    0.019    0.000 core.py:370(__init__)
    39588    0.035    0.000    0.098    0.000 core.py:375(full_raise)
    29/23    0.000    0.000    0.148    0.006 core.py:377(__new__)
        1    0.000    0.000    0.000    0.000 core.py:384(DefaultSplitter)
        4    0.000    0.000    0.000    0.000 core.py:396(epj2jd)
      2/1    0.000    0.000    0.001    0.001 core.py:3974(_comparison)
       20    0.000    0.000    0.011    0.001 core.py:402(__init__)
      2/1    0.000    0.000    0.001    0.001 core.py:4051(__ne__)
       41    0.000    0.000    0.000    0.000 core.py:4122(ld)
        1    0.000    0.000    0.000    0.000 core.py:413(FunctionQuantity)
        9    0.000    0.000    0.000    0.000 core.py:42(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:42(CsvWriter)
      171    0.000    0.000    0.001    0.000 core.py:439(_check_fill_value)
        1    0.000    0.000    0.000    0.000 core.py:446(UnexpectedTracerError)
       29    0.000    0.000    0.013    0.000 core.py:447(_init_from_vals)
        1    0.000    0.000    0.000    0.000 core.py:448(Tracer)
        1    0.000    0.000    0.000    0.000 core.py:450(UnitsError)
        1    0.000    0.000    0.000    0.000 core.py:456(UnitScaleError)
        1    0.000    0.000    0.000    0.000 core.py:464(UnitConversionError)
        1    0.000    0.000    0.000    0.000 core.py:471(UnitTypeError)
        3    0.000    0.000    0.000    0.000 core.py:472(__len__)
     3407    0.001    0.000    0.001    0.000 core.py:479(_assert_live)
        1    0.000    0.000    0.000    0.000 core.py:480(UnitsWarning)
       31    0.068    0.002    0.069    0.002 core.py:4846(epv00)
        1    0.000    0.000    0.000    0.000 core.py:486(UnitBase)
        2    0.000    0.000    0.000    0.000 core.py:488(__ne__)
        1    0.000    0.000    0.001    0.001 core.py:489(__lt__)
       61    0.000    0.000    0.049    0.001 core.py:494(__add__)
        1    0.000    0.000    0.001    0.001 core.py:495(__radd__)
       61    0.000    0.000    0.054    0.001 core.py:496(__sub__)
        1    0.000    0.000    0.000    0.000 core.py:4967(plan94)
        2    0.000    0.000    0.002    0.001 core.py:499(__rmul__)
      252    0.000    0.000    0.000    0.000 core.py:501(__deepcopy__)
        4    0.000    0.000    0.000    0.000 core.py:501(_get_line_index)
        1    0.000    0.000    0.003    0.003 core.py:504(__floordiv__)
       29    0.000    0.000    0.012    0.000 core.py:504(_get_time_fmt)
