         314237720 function calls (309171621 primitive calls) in 2552.880 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
11644397/9940132 1876.145    0.000 1927.347    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 cds.py:43(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
        8    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 __init__.py:548(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        6    0.000    0.000    0.000    0.000 enum.py:589(__hash__)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        6    0.000    0.000    0.000    0.000 locale.py:589(setlocale)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        4    0.000    0.000    0.000    0.000 {method 'prod' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:807(with_name)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 numeric.py:2066(identity)
        1    0.000    0.000    0.000    0.000 getlimits.py:444(iinfo)
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(trim_zeros)
        2    0.000    0.000    0.000    0.000 stride_tricks.py:26(_maybe_view_as_subclass)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        4    0.000    0.000    0.000    0.000 core.py:6398(__setattr__)
        1    0.000    0.000    0.000    0.000 case.py:398(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:804(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1354(setLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1496(_log)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(callHandlers)
        1    0.000    0.000    0.000    0.000 __init__.py:1326(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1684(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 argparse.py:1369(add_argument_group)
        6    0.000    0.000    0.000    0.000 argparse.py:1728(_add_action)
        3    0.000    0.000    0.000    0.000 argparse.py:2065(_match_argument)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 __init__.py:513(get_home)
        6    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:388(to_filehandle)
        3    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
       10    0.000    0.000    0.000    0.000 rcsetup.py:178(_validate_tex_preamble)
        8    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
       13    0.000    0.000    0.000    0.000 rcsetup.py:352(validate_color_or_auto)
        5    0.000    0.000    0.000    0.000 rcsetup.py:653(validate_hinting)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        2    0.000    0.000    0.000    0.000 pyparsing.py:849(<listcomp>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1774(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3550(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3639(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3743(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3781(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4630(__str__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4753(__str__)
        1    0.000    0.000    0.000    0.000 colors.py:442(Colormap)
        1    0.000    0.000    0.000    0.000 colors.py:1538(LightSource)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        2    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.001    0.001 artist.py:1187(ArtistInspector)
        1    0.000    0.000    0.000    0.000 transforms.py:2028(IdentityTransform)
        1    0.000    0.000    0.000    0.000 collections.py:1090(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1404(EventCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:1197(EngFormatter)
        1    0.000    0.000    0.000    0.000 font_manager.py:560(FontProperties)
        1    0.000    0.000    0.000    0.000 patches.py:674(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:1145(Arrow)
        8    0.000    0.000    0.000    0.000 mathtext.py:1885(__init__)
        3    0.000    0.000    0.000    0.000 mathtext.py:3333(__init__)
        1    0.000    0.000    0.000    0.000 image.py:960(NonUniformImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1036(TimerBase)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1225(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1613(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 widgets.py:1972(RectangleSelector)
        1    0.000    0.000    0.000    0.000 figure.py:652(get_children)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:57(SecondaryAxis)
        1    0.000    0.000    0.033    0.033 backend_macosx.py:136(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:362(FigureCanvasAgg)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._macosx.event_loop_is_running}
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:167(base_constants_version)
        1    0.000    0.000    0.000    0.000 decorators.py:544(classproperty)
        5    0.000    0.000    0.000    0.000 misc.py:47(indent)
        2    0.000    0.000    0.000    0.000 misc.py:1002(copy)
        1    0.000    0.000    0.000    0.000 configobj.py:139(Builder)
        1    0.000    0.000    0.000    0.000 validate.py:563(__init__)
        1    0.000    0.000    0.000    0.000 state.py:10(ScienceState)
        1    0.000    0.000    0.000    0.000 column.py:1150(MaskedColumn)
        3    0.000    0.000    0.000    0.000 core.py:245(add_enabled_equivalencies)
        1    0.000    0.000    0.000    0.000 core.py:106(_UnitRegistry)
       12    0.000    0.000    0.000    0.000 core.py:1543(<listcomp>)
        1    0.000    0.000    0.000    0.000 console.py:6(<module>)
        1    0.000    0.000    0.000    0.000 data_info.py:490(BaseColumnInfo)
        2    0.000    0.000    0.000    0.000 yacc.py:286(__init__)
        2    0.000    0.000    0.000    0.000 yacc.py:2937(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:85(QuantityInput)
        1    0.000    0.000    0.000    0.000 process.py:489(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        2    0.000    0.000    0.000    0.000 table.py:2288(remove_column)
       10    0.000    0.000    0.000    0.000 data.py:1530(_keep_trying)
        1    0.000    0.000    0.001    0.001 request.py:380(_parse)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 client.py:934(close)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
       10    0.000    0.000    0.000    0.000 shelve.py:164(sync)
        2    0.000    0.000    0.000    0.000 fastbasic.py:143(check_header)
       13    0.000    0.000    0.000    0.000 events.py:5(__init__)
        2    0.000    0.000    0.000    0.000 scanner.py:623(fetch_tag)
        1    0.000    0.000    0.000    0.000 util.py:816(_get_array_mmap)
        5    0.000    0.000    0.000    0.000 column.py:808(array)
        2    0.000    0.000    0.000    0.000 header.py:78(__init__)
        5    0.000    0.000    0.000    0.000 file.py:396(tell)
        1    0.000    0.000    0.000    0.000 file.py:405(close)
        1    0.000    0.000    0.000    0.000 file.py:487(_open_fileobj)
        1    0.000    0.000    0.000    0.000 table.py:47(_TableLikeHDU)
        1    0.000    0.000    0.000    0.000 groups.py:252(GroupsHDU)
        8    0.000    0.000    0.000    0.000 hdulist.py:240(__len__)
       10    0.000    0.000    0.000    0.000 hdulist.py:754(_positive_index_of)
        1    0.000    0.000    0.000    0.000 formats.py:1354(TimeFITS)
        1    0.000    0.000    0.000    0.000 _strptime.py:108(__calc_month)
        1    0.000    0.000    0.004    0.004 exceptions.py:1460(_build_doc_string)
        1    0.000    0.000    0.000    0.000 tree.py:298(_NameProperty)
        1    0.000    0.000    0.000    0.000 tree.py:529(Link)
        1    0.000    0.000    0.000    0.000 tree.py:1568(Param)
        1    0.000    0.000    0.000    0.000 tree.py:1727(TimeSys)
        1    0.000    0.000    0.000    0.000 tree.py:1844(FieldRef)
        1    0.000    0.000    0.000    0.000 api.py:1194(_mapped_axis_size)
        1    0.000    0.000    0.000    0.000 typing.py:591(_GenericAlias)
        2    0.000    0.000    0.000    0.000 typing.py:1168(__class_getitem__)
        4    0.000    0.000    0.000    0.000 core.py:121(in_avals)
        1    0.000    0.000    0.000    0.000 core.py:112(ClosedJaxpr)
        1    0.000    0.000    0.000    0.000 core.py:635(TraceStack)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
       11    0.000    0.000    0.000    0.000 util.py:245(extend_name_stack)
        1    0.000    0.000    0.000    0.000 xla_client.py:93(_tpu_backend_factory)
        5    0.000    0.000    0.000    0.000 xla_client.py:637(__init__)
        9    0.000    0.000    0.000    0.000 _flagvalues.py:1341(__init__)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:257(DOMInputSource)
        3    0.000    0.000    0.000    0.000 blas.py:370(getter)
        9    0.000    0.000    0.000    0.000 partial_eval.py:1084(<listcomp>)
        4    0.000    0.000    0.000    0.000 xla.py:478(<dictcomp>)
        4    0.000    0.000    0.000    0.000 xla.py:470(check_backend_params)
        5    0.000    0.000    0.000    0.000 xla.py:750(_xla_callable_device)
        1    0.000    0.000    0.000    0.000 pxla.py:428(ShardedDeviceArray)
       14    0.000    0.000    0.000    0.000 batching.py:422(<genexpr>)
        2    0.000    0.000    0.000    0.000 lax.py:3746(_select_jvp)
        2    0.000    0.000    0.000    0.000 lax.py:4299(_scatter_dtype_rule)
        1    0.000    0.000    0.000    0.000 helpers.py:15(<dictcomp>)
        1    0.000    0.000    0.000    0.000 vectorize.py:160(_apply_excluded)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<listcomp>)
        1    0.000    0.000    0.002    0.002 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:12(BaseQuadraticSubproblem)
        1    0.000    0.000    0.000    0.000 kdtree.py:182(KDTree)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.011    0.011 _rotation_groups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:105(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:593(complex_ode)
        1    0.000    0.000    0.000    0.000 rk.py:183(RK23)
        1    0.000    0.000    0.000    0.000 interpolate.py:1882(NdPPoly)
        1    0.000    0.000    0.000    0.000 _bsplines.py:37(BSpline)
        1    0.000    0.000    0.000    0.000 _arraytools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:563(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1446(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4980(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1740(__init__)
        1    0.000    0.000    0.000    0.000 representation.py:1695(PhysicsSphericalRepresentation)
        1    0.000    0.000    0.000    0.000 representation.py:1853(CylindricalRepresentation)
       13    0.000    0.000    0.000    0.000 earth.py:768(y)
        2    0.000    0.000    0.000    0.000 baseframe.py:1468(apply_method)
        4    0.000    0.000    0.002    0.000 representation.py:1290(__init__)
        1    0.000    0.000    0.000    0.000 iers.py:447(IERS_A)
        1    0.000    0.000    0.000    0.000 _strptime.py:89(__calc_weekday)
        1    0.000    0.000    0.000    0.000 ecliptic.py:230(CustomBarycentricEcliptic)
        1    0.000    0.000    0.000    0.000 sliced_low_level_wcs.py:97(SlicedLowLevelWCS)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
       34    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       10    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       11    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x11468f378}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        4    0.000    0.000    0.000    0.000 enum.py:772(_missing_)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        6    0.000    0.000    0.000    0.000 pathlib.py:356(gethomedir)
        6    0.000    0.000    0.000    0.000 pathlib.py:1146(stat)
        2    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        1    0.000    0.000    0.001    0.001 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 numeric.py:93(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2103(allclose)
       14    0.000    0.000    0.000    0.000 fromnumeric.py:1225(_searchsorted_dispatcher)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        6    0.000    0.000    0.000    0.000 core.py:778(is_string_or_list_of_strings)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        8    0.000    0.000    0.000    0.000 core.py:6310(__has_singleton)
        6    0.000    0.000    0.000    0.000 core.py:7001(reshape)
        1    0.000    0.000    0.000    0.000 __init__.py:468(Formatter)
        4    0.000    0.000    0.000    0.000 __init__.py:1186(setLoggerClass)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        6    0.000    0.000    0.000    0.000 argparse.py:575(format)
        6    0.000    0.000    0.000    0.000 argparse.py:566(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 argparse.py:2394(_get_value)
        1    0.000    0.000    0.000    0.000 __init__.py:536(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:548(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:872(copy)
       20    0.000    0.000    0.000    0.000 inspect.py:357(<lambda>)
        1    0.000    0.000    0.000    0.000 inspect.py:2405(_ParameterKind)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 __init__.py:877(Grouper)
       10    0.000    0.000    0.000    0.000 rcsetup.py:300(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:340(<listcomp>)
       11    0.000    0.000    0.000    0.000 rcsetup.py:711(__init__)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:145(<listcomp>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:638(__iter__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2345(__invert__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3591(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3605(White)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4618(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6731(pyparsing_unicode)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        2    0.000    0.000    0.000    0.000 transforms.py:337(p1)
        1    0.000    0.000    0.000    0.000 transforms.py:1193(Transform)
        1    0.000    0.000    0.000    0.000 collections.py:1137(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1671(EllipseCollection)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 ticker.py:221(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:1470(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1885(MaxNLocator)
        4    0.000    0.000    0.000    0.000 text.py:348(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:1445(Ellipse)
       24    0.000    0.000    0.000    0.000 dviread.py:123(_dispatch)
        1    0.000    0.000    0.000    0.000 mathtext.py:1556(List)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1376(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1663(draw_event)
        1    0.000    0.000    0.000    0.000 backend_tools.py:38(ToolBase)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:663(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:1461(_SelectorWidget)
        3    0.000    0.000    0.000    0.000 figure.py:452(_get_axes)
        2    0.000    0.000    0.000    0.000 figure.py:968(set_facecolor)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 __init__.py:20(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 tz.py:126(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1539(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1822(_nullcontext)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 rrule.py:1306(rruleset)
        1    0.000    0.000    0.000    0.000 legend.py:49(DraggableLegend)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:437(LambertTransform)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        3    0.000    0.000    0.000    0.000 __init__.py:42(<genexpr>)
        1    0.000    0.000    0.001    0.001 configobj.py:420(TemplateInterpolation)
        1    0.000    0.000    0.000    0.000 validate.py:446(VdtValueTooShortError)
        2    0.000    0.000    0.000    0.000 generic.py:237(p_inverse_unit)
        2    0.000    0.000    0.000    0.000 generic.py:266(p_factor_int)
        1    0.000    0.000    0.000    0.000 unicode_format.py:12(Unicode)
        3    0.000    0.000    0.000    0.000 quantity.py:1614(round)
        1    0.000    0.000    0.000    0.000 converters.py:48(import_module)
        2    0.000    0.000    0.000    0.000 lex.py:570(get_all)
        1    0.000    0.000    0.000    0.000 mixin.py:3(<module>)
        1    0.000    0.000    0.000    0.000 console.py:502(ProgressBar)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 sorted_array.py:28(SortedArray)
        2    0.000    0.000    0.000    0.000 pprint.py:553(<lambda>)
        2    0.000    0.000    0.000    0.000 core.py:995(<listcomp>)
        5    0.000    0.000    0.000    0.000 data.py:123(_is_inside)
        1    0.000    0.000    0.000    0.000 request.py:434(__init__)
        1    0.000    0.000    0.500    0.500 request.py:1344(http_open)
        1    0.000    0.000    0.000    0.000 request.py:2108(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.014    0.014 request.py:2589(getproxies_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 client.py:415(flush)
        1    0.000    0.000    0.232    0.232 client.py:1007(_send_output)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        6    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        5    0.000    0.000    0.000    0.000 shelve.py:137(__exit__)
        1    0.000    0.000    0.000    0.000 zipfile.py:313(ZipInfo)
        1    0.000    0.000    0.000    0.000 cds.py:27(CdsHeader)
        1    0.000    0.000    0.001    0.001 daophot.py:22(DaophotHeader)
       20    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
        1    0.000    0.000    0.000    0.000 constructor.py:24(__init__)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 column.py:201(_BaseColumnFormat)
        1    0.000    0.000    0.000    0.000 column.py:386(_FormatP)
        5    0.000    0.000    0.000    0.000 column.py:2004(_get_index)
        8    0.000    0.000    0.000    0.000 column.py:2258(_parse_tdim)
        2    0.000    0.000    0.000    0.000 header.py:793(clear)
        2    0.000    0.000    0.000    0.000 header.py:865(get)
        5    0.000    0.000    0.000    0.000 file.py:251(read)
        2    0.000    0.000    0.000    0.000 base.py:754(_close)
        1    0.000    0.000    0.000    0.000 compressed.py:669(match_header)
        1    0.000    0.000    0.004    0.004 table.py:387(columns)
        1    0.000    0.000    0.015    0.015 table.py:397(data)
        5    0.000    0.000    0.000    0.000 fitsrec.py:502(__getitem__)
        1    0.000    0.000    0.000    0.000 nonstandard.py:15(FitsHDU)
        1    0.000    0.000    0.000    0.000 formats.py:433(set_jds)
        5    0.000    0.000    0.000    0.000 formats.py:1389(<genexpr>)
        1    0.000    0.000    0.000    0.000 tree.py:1621(CooSys)
        1    0.000    0.000    0.000    0.000 tree.py:1976(Group)
        1    0.000    0.000    0.000    0.000 ucd.py:4(<module>)
        1    0.000    0.000    0.000    0.000 check.py:5(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:310(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:435(ForwardRef)
       14    0.000    0.000    0.000    0.000 typing.py:542(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:127(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:219(Literal)
        1    0.000    0.000    0.001    0.001 core.py:489(__lt__)
        6    0.000    0.000    0.000    0.000 core.py:994(<lambda>)
        1    0.000    0.000    0.000    0.000 dtypes.py:217(<dictcomp>)
        1    0.000    0.000    0.001    0.001 xla_client.py:58(_interpreter_backend_factory)
        3    0.000    0.000    0.000    0.000 _defines.py:69(DEFINE)
        9    0.000    0.000    0.000    0.000 _flagvalues.py:191(register_flag_by_module_id)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 {built-in method scipy._lib._uarray._uarray.set_global_backend}
        3    0.000    0.000    0.000    0.000 blas.py:397(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 _util.py:345(MapWrapper)
       20    0.000    0.000    0.000    0.000 imp.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 table.py:15(<module>)
        1    0.000    0.000    0.000    0.000 linear_util.py:81(Store)
        1    0.000    0.000    0.000    0.000 partial_eval.py:430(JaxprTracer)
        2    0.000    0.000    0.000    0.000 partial_eval.py:877(_drop_invars)
        9    0.000    0.000    0.000    0.000 partial_eval.py:1089(<listcomp>)
        6    0.000    0.000    0.000    0.000 xla.py:186(<genexpr>)
        7    0.000    0.000    0.000    0.000 xla.py:1347(<listcomp>)
       11    0.000    0.000    0.000    0.000 lazy.py:233(<genexpr>)
        6    0.000    0.000    0.000    0.000 ad.py:533(traceable)
        1    0.000    0.000    0.000    0.000 batching.py:95(BatchTracer)
       10    0.000    0.000    0.000    0.000 batching.py:159(<genexpr>)
        1    0.000    0.000    0.000    0.000 batching.py:125(BatchTrace)
        4    0.000    0.000    0.000    0.000 batching.py:409(<listcomp>)
        4    0.000    0.000    0.000    0.000 batching.py:426(<listcomp>)
        3    0.000    0.000    0.000    0.000 lax.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 lax.py:156(RoundingMethod)
        1    0.000    0.000    0.000    0.000 control_flow.py:321(<listcomp>)
        1    0.000    0.000    0.000    0.000 object_arrays.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _minimize.py:817(standardize_constraints)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        2    0.000    0.000    0.000    0.000 cobyla.py:30(synchronized)
        1    0.000    0.000    0.000    0.000 nonlin.py:688(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:21(<module>)
        1    0.000    0.000    0.000    0.000 ltisys.py:295(dlti)
        1    0.000    0.000    0.000    0.000 _ode.py:775(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:1110(dopri5)
        1    0.000    0.000    0.000    0.000 interpolate.py:1331(BPoly)
        1    0.000    0.000    0.000    0.000 fitpack2.py:71(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:274(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1234(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2786(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6908(trapz_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:354(__init__)
        1    0.000    0.000    0.001    0.001 norm.py:17(<module>)
        1    0.000    0.000    0.001    0.001 t.py:17(<module>)
        2    0.000    0.000    0.047    0.024 angle_utilities.py:367(parse_angle)
        1    0.000    0.000    0.000    0.000 representation.py:2602(UnitSphericalCosLatDifferential)
        4    0.000    0.000    0.000    0.000 attributes.py:210(__init__)
        2    0.000    0.000    0.000    0.000 attributes.py:411(__init__)
        3    0.000    0.000    0.000    0.000 attributes.py:469(__init__)
        1    0.000    0.000    0.031    0.031 earth.py:499(_get_site_registry)
