         314237720 function calls (309171621 primitive calls) in 2552.880 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
11644397/9940132 1876.145    0.000 1927.347    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      218    0.000    0.000    0.000    0.000 yacc.py:240(__getitem__)
        2    0.000    0.000    0.206    0.103 core.py:987(__call__)
       19    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
      136    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.001    0.001 core.py:992(<listcomp>)
        9    0.000    0.000    0.001    0.000 attributes.py:299(convert_input)
        3    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Call}
       16    0.000    0.000    0.003    0.000 rcsetup.py:794(cycler)
        1    0.000    0.000    0.003    0.003 dates.py:134(<module>)
        1    0.000    0.000    0.004    0.004 si.py:5(<module>)
       32    0.000    0.000    0.000    0.000 core.py:2462(_make_array)
        7    0.000    0.000    0.002    0.000 nonlin.py:1534(_nonlin_wrapper)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
       56    0.000    0.000    0.000    0.000 shape_base.py:419(<listcomp>)
        1    0.000    0.000    0.006    0.006 inspect.py:27(<module>)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
        2    0.000    0.000    0.000    0.000 core.py:747(_set_fill_values)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       34    0.000    0.000    0.000    0.000 composer.py:88(compose_scalar_node)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:16(<module>)
       57    0.000    0.000    0.010    0.000 transformations.py:728(register)
       56    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(stack)
       11    0.000    0.000    0.095    0.009 artist.py:1578(kwdoc)
       13    0.000    0.000    0.004    0.000 column.py:45(_auto_names)
        1    0.000    0.000    0.005    0.005 imperial.py:19(<module>)
       12    0.000    0.000    0.002    0.000 core.py:947(to_value)
       11    0.000    0.000    0.000    0.000 representation.py:1961(__init__)
       15    0.000    0.000    0.001    0.000 __init__.py:2036(_warn_external)
       60    0.000    0.000    0.000    0.000 transforms.py:287(x0)
        3    0.000    0.000    0.000    0.000 {method 'invalidate' of '_macosx.FigureCanvas' objects}
       17    0.000    0.000    0.003    0.000 column.py:295(copy)
        1    0.000    0.000    0.006    0.006 ssl.py:91(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
      398    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       26    0.000    0.000    0.000    0.000 enum.py:809(__or__)
       24    0.000    0.000    0.000    0.000 pathlib.py:53(parse_parts)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
      712    0.000    0.000    0.000    0.000 font_manager.py:1108(score_variant)
      300    0.000    0.000    0.000    0.000 text.py:724(get_color)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.001    0.001 runner.py:86(__new__)
       68    0.000    0.000    0.000    0.000 quantity.py:1063(__len__)
       62    0.000    0.000    0.001    0.000 physical.py:27(def_physical_type)
       51    0.000    0.000    0.000    0.000 card.py:698(_parse_keyword)
       13    0.000    0.000    0.000    0.000 core.py:19331(s2c)
        1    0.000    0.000    0.003    0.003 distance.py:72(<module>)
       60    0.000    0.000    0.003    0.000 transforms.py:2733(get_transformed_path_and_affine)
       61    0.000    0.000    0.000    0.000 patches.py:722(get_path)
        2    0.000    0.000    0.000    0.000 yacc.py:313(set_defaulted_states)
   116/32    0.000    0.000    0.000    0.000 util.py:172(itersubclasses)
      103    0.000    0.000    0.002    0.000 xla.py:404(read)
       24    0.000    0.000    0.004    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.096    0.096 _axes.py:1(<module>)
       44    0.000    0.000    0.001    0.000 card.py:602(_check_if_rvkc)
       11    0.000    0.000    0.000    0.000 core.py:16128(tdbtt)
        1    0.000    0.000    0.007    0.007 tree.py:5(<module>)
      257    0.000    0.000    0.000    0.000 {function TableColumns.values at 0x115dc4b70}
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
       96    0.000    0.000    0.003    0.000 traceback.py:282(line)
        1    0.000    0.000    0.007    0.007 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
       56    0.000    0.000    0.000    0.000 rcsetup.py:71(<listcomp>)
        2    0.000    0.000    0.000    0.000 yacc.py:3127(get_pfunctions)
      300    0.000    0.000    0.000    0.000 text.py:548(get_wrap)
      230    0.000    0.000    0.000    0.000 core.py:1616(aliases)
        3    0.000    0.000    0.122    0.041 __init__.py:4(<module>)
        2    0.000    0.000    0.003    0.001 pprint.py:463(_pformat_table)
       20    0.000    0.000    0.009    0.000 core.py:402(__init__)
       39    0.000    0.000    0.001    0.000 earth.py:778(__getitem__)
        1    0.000    0.000    0.001    0.001 low_level_api.py:1(<module>)
      121    0.000    0.000    0.000    0.000 __init__.py:76(__init__)
    46/42    0.000    0.000    0.000    0.000 constructor.py:67(construct_object)
      620    0.000    0.000    0.000    0.000 dtypes.py:270(<genexpr>)
        1    0.000    0.000    0.004    0.004 compressed.py:1(<module>)
        5    0.000    0.000    0.001    0.000 iers.py:568(pm_source)
        8    0.000    0.000    0.004    0.000 iers.py:706(_refresh_table_as_needed)
       17    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      240    0.000    0.000    0.000    0.000 axis.py:759(get_remove_overlapping_locs)
       11    0.000    0.000    0.001    0.000 formats.py:395(to_value)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
       21    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:3999(streamline)
        4    0.000    0.000    0.001    0.000 ui.py:53(_probably_html)
        1    0.000    0.000    0.016    0.016 __init__.py:151(<module>)
       11    0.000    0.000    0.002    0.000 representation.py:1095(transform)
        7    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.create}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
      315    0.000    0.000    0.000    0.000 einsumfunc.py:995(_einsum_dispatcher)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
       78    0.000    0.000    0.000    0.000 converters.py:91(__setitem__)
        5    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Sub}
       37    0.000    0.000    0.000    0.000 pyparsing.py:3308(parseImpl)
      476    0.000    0.000    0.000    0.000 formats.py:160(jd2)
        5    0.000    0.000    0.002    0.000 core.py:1962(__add__)
      448    0.000    0.000    0.000    0.000 {function TableColumns.keys at 0x115dc4ae8}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:105(_write_atomic)
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
      240    0.000    0.000    0.000    0.000 _base.py:2432(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'ParseFile' of 'pyexpat.xmlparser' objects}
        2    0.000    0.000    0.000    0.000 header.py:519(_fromcards)
       90    0.000    0.000    0.001    0.000 partial_eval.py:1010(<listcomp>)
       34    0.000    0.000    0.001    0.000 lax.py:2041(unop)
        1    0.000    0.000    0.048    0.048 parallel.py:16(<module>)
      101    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       69    0.000    0.000    0.001    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.013    0.013 patches.py:1(<module>)
       24    0.000    0.000    0.000    0.000 dviread.py:154(decorate)
       43    0.000    0.000    1.530    0.036 state.py:35(get)
      407    0.000    0.000    0.000    0.000 column.py:636(unit)
        2    0.000    0.000    0.002    0.001 fastbasic.py:65(read)
       13    0.000    0.000    0.000    0.000 core.py:19176(c2s)
      157    0.000    0.000    0.000    0.000 ad.py:72(<listcomp>)
       62    0.000    0.000    0.000    0.000 solar_system.py:118(get_kernel)
      118    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.144    0.144 figure.py:12(<module>)
       60    0.000    0.000    0.000    0.000 _base.py:898(set_axes_locator)
      176    0.000    0.000    0.001    0.000 typing.py:348(<genexpr>)
       41    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
        2    0.000    0.000    0.005    0.002 runner.py:1(<module>)
      152    0.000    0.000    0.000    0.000 configobj.py:1299(<genexpr>)
        5    0.000    0.000    0.042    0.008 __init__.py:5(<module>)
       59    0.000    0.000    0.000    0.000 table.py:1069(_get_col_cls_for_table)
      150    0.000    0.000    0.000    0.000 table.py:1205(itercols)
        4    0.000    0.000    0.031    0.008 core.py:280(get_lines)
      154    0.000    0.000    0.000    0.000 formats.py:179(scale)
      202    0.000    0.000    0.000    0.000 partial_eval.py:912(__init__)
       81    0.000    0.000    0.000    0.000 partial_eval.py:1076(<listcomp>)
       42    0.000    0.000    0.000    0.000 functools.py:476(decorating_function)
       43    0.000    0.000    0.000    0.000 re.py:307(_subx)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1766(set)
       60    0.000    0.000    0.002    0.000 transforms.py:1462(get_matrix)
        1    0.000    0.000    0.006    0.006 legend.py:22(<module>)
      240    0.000    0.000    0.000    0.000 axis.py:1340(<listcomp>)
        1    0.000    0.000    0.003    0.003 configobj.py:1230(_load)
       62    0.000    0.000    0.000    0.000 formats.py:206(cache)
    29/23    0.000    0.000    0.154    0.007 core.py:377(__new__)
       20    0.000    0.000    0.000    0.000 __init__.py:323(deco)
        1    0.000    0.000    0.000    0.000 angle_parsetab.py:15(<module>)
      249    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
      153    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
      392    0.000    0.000    0.000    0.000 fromnumeric.py:2040(_sum_dispatcher)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2523(__str__)
       87    0.000    0.000    0.000    0.000 reader.py:94(prefix)
      176    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       24    0.000    0.000    0.001    0.000 {built-in method _operator.add}
        1    0.000    0.000    0.007    0.007 __init__.py:41(<module>)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
      216    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       33    0.000    0.000    0.000    0.000 cm.py:40(_reverser)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:834(backtickrepl)
      180    0.000    0.000    0.000    0.000 backend_bases.py:880(set_clip_rectangle)
      120    0.000    0.000    0.000    0.000 _base.py:2185(use_sticky_edges)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
       26    0.000    0.000    0.001    0.000 configuration.py:280(set)
       41    0.000    0.000    0.000    0.000 registry.py:211(register_reader)
       43    0.000    0.000    0.000    0.000 scanner.py:295(save_possible_simple_key)
       20    0.000    0.000    0.001    0.000 parser.py:542(parse_flow_mapping_key)
        2    0.000    0.000    0.001    0.000 header.py:331(fromstring)
        1    0.000    0.000    0.003    0.003 table.py:4(<module>)
        1    0.000    0.000    0.000    0.000 core.py:673(__init__)
        1    0.000    0.000   41.823   41.823 linesearch.py:338(scalar_search_wolfe2)
        1    0.000    0.000    0.000    0.000 _wilcoxon_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
       33    0.000    0.000    0.001    0.000 __init__.py:1930(getLogger)
       12    0.000    0.000    0.001    0.000 deprecation.py:325(_delete_parameter)
        1    0.000    0.000    0.000    0.000 socket.py:139(__init__)
       12    0.000    0.000    0.025    0.002 artist.py:1193(__init__)
       31    0.000    0.000    0.000    0.000 cm.py:48(revcmap)
        1    0.000    0.000    0.000    0.000 util.py:3(<module>)
       99    0.000    0.000    0.000    0.000 core.py:1693(cache)
       28    0.000    0.000    0.001    0.000 lax.py:2089(naryop)
      424    0.000    0.000    0.000    0.000 attributes.py:237(<genexpr>)
       33    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.register_custom_call_target}
       27    0.000    0.000    0.000    0.000 locale.py:647(getpreferredencoding)
        1    0.000    0.000    0.012    0.012 npyio.py:1(<module>)
      145    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2806(__init__)
        1    0.000    0.000    0.004    0.004 table.py:3(<module>)
        1    0.000    0.000    0.000    0.000 soco.py:61(SCEngine)
       34    0.000    0.000    0.000    0.000 scanner.py:1311(scan_plain_spaces)
       44    0.000    0.000    0.000    0.000 resolver.py:143(resolve)
        2    0.000    0.000    0.002    0.001 core.py:587(strptime)
        1    0.000    0.000    0.004    0.004 core.py:8(<module>)
      175    0.000    0.000    0.001    0.000 typing.py:626(<genexpr>)
      634    0.000    0.000    0.000    0.000 dtypes.py:220(<genexpr>)
       25    0.000    0.000    0.006    0.000 transformations.py:883(__init__)
       28    0.000    0.000    0.000    0.000 rcsetup.py:56(<dictcomp>)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3851(<genexpr>)
      300    0.000    0.000    0.000    0.000 artist.py:763(get_alpha)
      300    0.000    0.000    0.000    0.000 artist.py:1171(mouseover)
      180    0.000    0.000    0.000    0.000 gridspec.py:53(get_geometry)
       11    0.000    0.000    0.000    0.000 typing.py:841(__init_subclass__)
       26    0.000    0.000    0.002    0.000 _backend.py:93(generate_multimethod)
       33    0.000    0.000    0.000    0.000 xla_bridge.py:291(normalize_to_xla_dtypes)
       12    0.000    0.000    0.001    0.000 xla.py:77(_make_unit_constant)
       12    0.000    0.000    0.001    0.000 batching.py:104(aval)
        5    0.000    0.000    1.547    0.309 utils.py:36(get_polar_motion)
      172    0.000    0.000    0.000    0.000 enum.py:607(value)
       24    0.000    0.000    0.004    0.000 pyparsing.py:1283(extract_stack)
       63    0.000    0.000    0.000    0.000 transforms.py:401(height)
        1    0.000    0.000    0.017    0.017 core.py:6(<module>)
        3    0.000    0.000    0.000    0.000 converters.py:108(can_have_arbitrary_unit)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        5    0.000    0.000    0.033    0.007 partial_eval.py:1225(trace_to_jaxpr_final)
        1    0.000    0.000    0.000    0.000 model.py:71(getPlotSize)
       79    0.000    0.000    0.001    0.000 baseframe.py:842(representation_info)
       58    0.000    0.000    0.000    0.000 transformations.py:135(invalidate_cache)
        1    0.000    0.000    0.078    0.078 cds.py:24(<module>)
      405    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4217(parseImpl)
        1    0.000    0.000    0.000    0.000 colors.py:88(<dictcomp>)
      415    0.000    0.000    0.000    0.000 pprint.py:247(<genexpr>)
        1    0.000    0.000    0.049    0.049 data.py:3(<module>)
        5    0.000    0.000    1.572    0.314 intermediate_rotation_transforms.py:84(itrs_to_cirs)
       93    0.000    0.000    0.000    0.000 re.py:252(escape)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
      120    0.000    0.000    0.000    0.000 path.py:684(unit_circle)
      240    0.000    0.000    0.000    0.000 ticker.py:1654(tick_values)
        1    0.000    0.000    0.002    0.002 figure.py:245(Figure)
       62    0.000    0.000    0.257    0.004 introspection.py:268(_get_module_from_frame)
        1    0.000    0.000    0.000    0.000 configobj.py:456(Section)
      231    0.000    0.000    0.000    0.000 latex.py:22(_latex_escape)
      415    0.000    0.000    0.000    0.000 pprint.py:271(<genexpr>)
      124    0.000    0.000    0.000    0.000 formats.py:1650(_broadcast_writeable)
        1    0.000    0.000    0.003    0.003 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:20(<module>)
       20    0.000    0.000    0.001    0.000 partial_eval.py:1008(<listcomp>)
        1    0.000    0.000    0.000    0.000 _ksstats.py:68(<module>)
        1    0.000    0.000    0.958    0.958 name_resolve.py:89(get_icrs_coordinates)
        1    0.000    0.000    0.000    0.000 mathtext.py:2613(State)
       10    0.000    0.000    0.000    0.000 configuration.py:67(__init__)
        1    0.000    0.000    0.000    0.000 cgs.py:5(<module>)
       22    0.000    0.000    0.000    0.000 {method 'seek' of '_io.FileIO' objects}
       32    0.000    0.000    0.000    0.000 warnings.py:482(__exit__)
       27    0.000    0.000    0.000    0.000 _dtype.py:319(_name_get)
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
        1    0.000    0.000    0.007    0.007 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
      218    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1595(__init__)
       45    0.000    0.000    0.002    0.000 column.py:1303(data)
       37    0.000    0.000    0.000    0.000 card.py:806(_parse_comment)
        1    0.000    0.000    0.004    0.004 header.py:3(<module>)
        8    0.000    0.000    0.001    0.000 typing.py:1347(__new__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1402(rv_continuous)
        1    0.000    0.000    0.004    0.004 ecliptic_transforms.py:5(<module>)
       30    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       73    0.000    0.000    0.000    0.000 core.py:3577(_get_data)
        1    0.000    0.000    0.000    0.000 extras.py:217(_fromnxfunction)
       48    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
      217    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      3/2    0.000    0.000    0.057    0.028 pyplot.py:182(switch_backend)
       60    0.000    0.000    0.000    0.000 gridspec.py:427(__init__)
      104    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
        2    0.000    0.000    0.001    0.000 _util.py:1(<module>)
      101    0.000    0.000    0.000    0.000 decorators.py:777(__delete__)
        1    0.000    0.000    0.001    0.001 misc.py:6(<module>)
        1    0.000    0.000    0.017    0.017 validate.py:127(<module>)
       41    0.000    0.000    0.000    0.000 physical.py:48(get_physical_type)
      132    0.000    0.000    0.000    0.000 table.py:3483(_is_mixin_for_table)
       40    0.000    0.000    0.001    0.000 core.py:624(get_col_type)
        1    0.000    0.000    0.001    0.001 converters.py:5(<module>)
        1    0.000    0.000    0.001    0.001 masking.py:15(<module>)
        5    0.000    0.000    1.568    0.314 intermediate_rotation_transforms.py:29(cirs_to_itrs_mat)
        2    0.000    0.000    0.000    0.000 {built-in method jaxlib.xla_extension.ops.Scatter}
        1    0.000    0.000    0.002    0.002 _type_aliases.py:24(<module>)
      300    0.000    0.000    0.000    0.000 backend_bases.py:635(flipy)
      252    0.000    0.000    0.000    0.000 core.py:142(registry)
      177    0.000    0.000    0.002    0.000 core.py:759(__ne__)
        2    0.000    0.000    0.000    0.000 core.py:1115(__init__)
        2    0.000    0.000    0.001    0.001 _strptime.py:310(_strptime)
        1    0.000    0.000    2.842    2.842 dataset.py:16(getInitXShift)
        1    0.000    0.000    0.000    0.000 low_level_api.py:337(<listcomp>)
       38    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.010    0.010 hmac.py:4(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
      300    0.000    0.000    0.000    0.000 artist.py:352(is_transform_set)
       61    0.000    0.000    0.000    0.000 path.py:603(unit_rectangle)
       10    0.000    0.000    0.002    0.000 formats.py:362(_check_val_type)
        8    0.000    0.000    0.001    0.000 formats.py:452(to_value)
       15    0.000    0.000    0.000    0.000 core.py:19804(pvmpv)
       58    0.000    0.000    0.000    0.000 core.py:1686(cache)
        2    0.000    0.000    0.003    0.001 _strptime.py:12(<module>)
      210    0.000    0.000    0.000    0.000 partial_eval.py:947(_assert_live)
        1    0.000    0.000    0.002    0.002 signaltools.py:4(<module>)
        7    0.000    0.000    0.009    0.001 representation.py:824(_combine_operation)
       45    0.000    0.000    0.001    0.000 genericpath.py:39(isdir)
       44    0.000    0.000    0.000    0.000 {built-in method _heapq.heapify}
        9    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:992(<listcomp>)
      109    0.000    0.000    0.000    0.000 deprecation.py:117(deprecated)
       20    0.000    0.000    0.001    0.000 deprecation.py:269(_rename_parameter)
      219    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       75    0.000    0.000    0.000    0.000 cm.py:65(_reverse_cmap_spec)
        1    0.000    0.000    0.051    0.051 text.py:3(<module>)
        1    0.000    0.000    0.001    0.001 iau2015.py:5(<module>)
        1    0.000    0.000    0.002    0.002 photometric.py:9(<module>)
        1    0.000    0.000    0.004    0.004 recfunctions.py:7(<module>)
        1    0.000    0.000    0.052    0.052 core.py:9(<module>)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:784(SSLSocket)
        1    0.000    0.000    0.004    0.004 column.py:1429(_init_from_array)
        1    0.000    0.000    0.000    0.000 fitsrec.py:3(<module>)
        5    0.000    0.000    0.000    0.000 core.py:7035(c2tcio)
        1    0.000    0.000    0.000    0.000 pocketfft_flatbuffers_py_generated.py:196(PocketFftDescriptorT)
      315    0.000    0.000    0.000    0.000 partial_eval.py:538(instantiate_const_at)
      114    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
       18    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6704(add_newdoc_for_scalar_type)
       21    0.000    0.000    0.000    0.000 pyparsing.py:3203(__str__)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.006    0.006 mathtext.py:2254(Parser)
      240    0.000    0.000    0.000    0.000 axis.py:1462(<dictcomp>)
        2    0.000    0.000    0.059    0.029 core.py:154(set_enabled_units)
       19    0.000    0.000    0.000    0.000 utils.py:199(maybe_simple_fraction)
       31    0.000    0.000    0.000    0.000 generic.py:336(p_unit_with_power)
       32    0.000    0.000    0.001    0.000 quantity.py:1718(__quantity_subclass__)
       34    0.000    0.000    0.001    0.000 scanner.py:668(fetch_plain)
        4    0.000    0.000    0.002    0.000 core.py:1903(__sub__)
       78    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
      458    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       16    0.000    0.000    0.000    0.000 records.py:486(__setattr__)
       93    0.000    0.000    0.000    0.000 pyparsing.py:296(__init__)
        1    0.000    0.000    0.008    0.008 backend_bases.py:33(<module>)
      180    0.000    0.000    0.000    0.000 axis.py:1855(get_label_position)
        1    0.000    0.000    0.000    0.000 converters.py:781(Integer)
       12    0.000    0.000    0.000    0.000 typing.py:530(__init__)
       37    0.000    0.000    0.001    0.000 typing.py:1190(_alias)
        3    0.000    0.000    0.365    0.122 __init__.py:19(<module>)
        2    0.000    0.000    0.003    0.002 xla_client.py:113(_get_local_backends)
       11    0.000    0.000    0.002    0.000 decorator.py:200(create)
        5    0.000    0.000    0.113    0.023 intermediate_rotation_transforms.py:62(cirs_to_gcrs)
       24    0.000    0.000    0.000    0.000 enum.py:63(__init__)
       19    0.000    0.000    0.000    0.000 _dtype.py:46(__str__)
        1    0.000    0.000    0.002    0.002 utils.py:4(<module>)
        6    0.000    0.000    0.000    0.000 patches.py:1857(<listcomp>)
       30    0.000    0.000    0.000    0.000 decorators.py:1046(set_docstring)
       15    0.000    0.000    0.000    0.000 formats.py:803(_check_val_type)
        1    0.000    0.000    0.007    0.007 exceptions.py:32(<module>)
      132    0.000    0.000    0.000    0.000 lax.py:2028(<genexpr>)
        1    0.000    0.000    0.023    0.023 __init__.py:89(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
       16    0.000    0.000    0.000    0.000 numeric.py:97(zeros_like)
        1    0.000    0.000    0.000    0.000 records.py:587(fromarrays)
        1    0.000    0.000    0.021    0.021 index_tricks.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3956(And)
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
      120    0.000    0.000    0.000    0.000 _base.py:299(_setdefaults)
       21    0.000    0.000    0.000    0.000 decorators.py:696(_wrap_fget)
        1    0.000    0.000    0.000    0.000 configobj.py:1300(<listcomp>)
      199    0.000    0.000    0.000    0.000 yacc.py:254(__len__)
        2    0.000    0.000    0.002    0.001 yacc.py:1978(read_table)
       10    0.000    0.000    0.000    0.000 {method 'close' of '_dbm.dbm' objects}
        7    0.000    0.000    0.001    0.000 typing.py:1323(_make_nmtuple)
       69    0.000    0.000    0.000    0.000 core.py:1175(process_env_traces)
        1    0.000    0.000    0.001    0.001 _helpers.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
    35/33    0.000    0.000    0.002    0.000 xla_bridge.py:317(constant)
       44    0.000    0.000    0.000    0.000 batching.py:126(__init__)
        6    0.000    0.000    0.002    0.000 lax.py:3702(_select_batch_rule)
        6    0.000    0.000    0.000    0.000 utils.py:213(atciqz)
        2    0.000    0.000    0.026    0.013 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:321(Legend)
       21    0.000    0.000    0.000    0.000 decorators.py:653(__init__)
      287    0.000    0.000    0.000    0.000 column.py:432(name)
       33    0.000    0.000    0.001    0.000 helpers.py:217(helper_division)
       93    0.000    0.000    0.000    0.000 scanner.py:1416(scan_line_break)
        1    0.000    0.000    0.009    0.009 compressed.py:3(<module>)
        1    0.000    0.000    0.023    0.023 _minimize.py:8(<module>)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
      146    0.000    0.000    0.000    0.000 os.py:755(decode)
       39    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       63    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(einsum)
      118    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
       55    0.000    0.000    0.000    0.000 rcsetup.py:995(_validate_linestyle)
      180    0.000    0.000    0.000    0.000 _base.py:576(get_window_extent)
        1    0.000    0.000    0.004    0.004 logger.py:2(<module>)
       10    0.000    0.000    0.000    0.000 core.py:719(__rlshift__)
       67    0.000    0.000    0.000    0.000 data_info.py:708(name)
        1    0.000    0.000    0.001    0.001 codata2018.py:5(<module>)
       36    0.000    0.000    0.000    0.000 table.py:1757(__len__)
       51    0.000    0.000    0.000    0.000 card.py:547(fromstring)
        9    0.000    0.000    0.000    0.000 dtypes.py:229(_least_upper_bound)
        9    0.000    0.000    0.000    0.000 _helpers.py:108(get_calling_module_object_and_name)
        1    0.000    0.000    0.001    0.001 cusolver.py:16(<module>)
        1    0.000    0.000    0.000    0.000 abstract_arrays.py:15(<module>)
       72    0.000    0.000    0.003    0.000 linecache.py:15(getline)
       40    0.000    0.000    0.000    0.000 core.py:3648(fill_value)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2577(__hash__)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4654(parseImpl)
       22    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
